cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-surface,stem-color,has-ring,ring-type,habitat,season
55.66,,,,,,,,,24.51,,,,,,
46.31,,,,,,,,,47.72,,,,,,
42.66,,,,,,,,,41.57,,,,,,
26.8,,,,,,,,,49.29,,,,,,
27.38,,,,,,,,,21.14,,,,,,
31.94,,,,,,,,,34.97,,,,,,
55.42,,,,,,,,,76.65,,,,,,
52.71,,,,,,,,,52.42,,,,,,
27.21,,,,,,,,,34.04,,,,,,
58.03,,,,,,,,,22.45,,,,,,
49.06,,,,,,,,,41.07,,,,,,
28.36,,,,,,,,,38.72,,,,,,
43.89,,,,,,,,,28.83,,,,,,
25.58,,,,,,,,,27.3,,,,,,
57.65,,,,,,,,,50.06,,,,,,
41.79,,,,,,,,,31.52,,,,,,
42.89,,,,,,,,,0.62,,,,,,
56.76,,,,,,,,,25.86,,,,,,
30.48,,,,,,,,,25.76,,,,,,
52.08,,,,,,,,,53.85,,,,,,
43.11,,,,,,,,,34.38,,,,,,
45.83,,,,,,,,,62.51,,,,,,
56.27,,,,,,,,,82.98,,,,,,
52.67,,,,,,,,,31.04,,,,,,
58.21,,,,,,,,,18.64,,,,,,
26.1,,,,,,,,,36.31,,,,,,
57.1,,,,,,,,,36.59,,,,,,
54.89,,,,,,,,,37.33,,,,,,
42.82,,,,,,,,,46.62,,,,,,
44.86,,,,,,,,,30.02,,,,,,
25.88,,,,,,,,,11.18,,,,,,
57.89,,,,,,,,,18.89,,,,,,
55.21,,,,,,,,,28.58,,,,,,
58.32,,,,,,,,,9.39,,,,,,
43.37,,,,,,,,,33.36,,,,,,
24.06,,,,,,,,,26.93,,,,,,
55.33,,,,,,,,,44.85,,,,,,
43.99,,,,,,,,,44.05,,,,,,
52.26,,,,,,,,,40.2,,,,,,
48.98,,,,,,,,,35.53,,,,,,
16.75,,,,,,,,,31.41,,,,,,
44.88,,,,,,,,,32.75,,,,,,
46.95,,,,,,,,,23.42,,,,,,
45.82,,,,,,,,,21.4,,,,,,
0.42,,,,,,,,,33.7,,,,,,
22.05,,,,,,,,,22.02,,,,,,
23.89,,,,,,,,,28.47,,,,,,
45.81,,,,,,,,,31.81,,,,,,
51.13,,,,,,,,,28.12,,,,,,
19.28,,,,,,,,,30.38,,,,,,
44.75,,,,,,,,,42.3,,,,,,
21.28,,,,,,,,,0.54,,,,,,
23.22,,,,,,,,,32.98,,,,,,
45.02,,,,,,,,,43.19,,,,,,
48.05,,,,,,,,,39.86,,,,,,
55.11,,,,,,,,,32.99,,,,,,
55.57,,,,,,,,,28.39,,,,,,
53.36,,,,,,,,,31.9,,,,,,
49.1,,,,,,,,,41.72,,,,,,
57.43,,,,,,,,,34.99,,,,,,
45.16,,,,,,,,,31.17,,,,,,
56.3,,,,,,,,,37.51,,,,,,
58.73,,,,,,,,,38.62,,,,,,
43.23,,,,,,,,,25.56,,,,,,
25.37,,,,,,,,,34.57,,,,,,
25.96,,,,,,,,,33.84,,,,,,
44.84,,,,,,,,,25.47,,,,,,
57.83,,,,,,,,,10.94,,,,,,
22.27,,,,,,,,,35.11,,,,,,
20.23,,,,,,,,,33.05,,,,,,
50.7,,,,,,,,,32.05,,,,,,
28.82,,,,,,,,,38.39,,,,,,
54.02,,,,,,,,,29.84,,,,,,
43.91,,,,,,,,,10.84,,,,,,
55.87,,,,,,,,,38.59,,,,,,
43.75,,,,,,,,,31.53,,,,,,
43.93,,,,,,,,,35.47,,,,,,
25.53,,,,,,,,,27.59,,,,,,
27.5,,,,,,,,,38.54,,,,,,
46.03,,,,,,,,,40.66,,,,,,
53.02,,,,,,,,,30.48,,,,,,
50.01,,,,,,,,,27.03,,,,,,
59.16,,,,,,,,,30.57,,,,,,
40.58,,,,,,,,,28.02,,,,,,
55.64,,,,,,,,,65.22,,,,,,
0.4,,,,,,,,,35.16,,,,,,
41.07,,,,,,,,,33.61,,,,,,
24.76,,,,,,,,,39.7,,,,,,
55.27,,,,,,,,,50.44,,,,,,
20.99,,,,,,,,,40.64,,,,,,
43.12,,,,,,,,,36.19,,,,,,
54.14,,,,,,,,,43.24,,,,,,
42.11,,,,,,,,,47.13,,,,,,
37.33,,,,,,,,,33.33,,,,,,
19.75,,,,,,,,,36.76,,,,,,
43.05,,,,,,,,,28.86,,,,,,
46.56,,,,,,,,,20.62,,,,,,
56.25,,,,,,,,,19.5,,,,,,
27.83,,,,,,,,,1.21,,,,,,
21.06,,,,,,,,,38.76,,,,,,
44.94,,,,,,,,,37.63,,,,,,
23.45,,,,,,,,,43.7,,,,,,
46.65,,,,,,,,,39.16,,,,,,
34.76,,,,,,,,,41.14,,,,,,
38.96,,,,,,,,,33.18,,,,,,
58.76,,,,,,,,,26.77,,,,,,
54.52,,,,,,,,,28.36,,,,,,
51.6,,,,,,,,,28.48,,,,,,
23.3,,,,,,,,,38.15,,,,,,
24.93,,,,,,,,,35.89,,,,,,
58.36,,,,,,,,,18.75,,,,,,
55.31,,,,,,,,,43.1,,,,,,
43.28,,,,,,,,,18.86,,,,,,
22.56,,,,,,,,,20.74,,,,,,
42.26,,,,,,,,,26.27,,,,,,
50.37,,,,,,,,,39.17,,,,,,
23.79,,,,,,,,,19.92,,,,,,
31.59,,,,,,,,,49.84,,,,,,
46.87,,,,,,,,,29.76,,,,,,
44.83,,,,,,,,,24.08,,,,,,
45.46,,,,,,,,,37.67,,,,,,
26.52,,,,,,,,,29.1,,,,,,
48.22,,,,,,,,,26.84,,,,,,
22.07,,,,,,,,,44.11,,,,,,
47.1,,,,,,,,,24.56,,,,,,
22.29,,,,,,,,,28.52,,,,,,
54.46,,,,,,,,,48.92,,,,,,
57.03,,,,,,,,,44.34,,,,,,
58.19,,,,,,,,,56.29,,,,,,
44.26,,,,,,,,,39.98,,,,,,
21.42,,,,,,,,,32.96,,,,,,
22.04,,,,,,,,,41.13,,,,,,
31.76,,,,,,,,,25.51,,,,,,
51.55,,,,,,,,,36.89,,,,,,
26.34,,,,,,,,,30.98,,,,,,
20.0,,,,,,,,,29.93,,,,,,
53.35,,,,,,,,,26.72,,,,,,
31.69,,,,,,,,,41.37,,,,,,
51.71,,,,,,,,,35.24,,,,,,
55.96,,,,,,,,,41.15,,,,,,
55.19,,,,,,,,,28.24,,,,,,
48.54,,,,,,,,,29.88,,,,,,
55.44,,,,,,,,,48.97,,,,,,
55.01,,,,,,,,,44.24,,,,,,
33.51,,,,,,,,,18.92,,,,,,
25.5,,,,,,,,,35.35,,,,,,
49.0,,,,,,,,,30.24,,,,,,
41.24,,,,,,,,,35.99,,,,,,
50.12,,,,,,,,,26.71,,,,,,
51.65,,,,,,,,,26.52,,,,,,
24.55,,,,,,,,,66.26,,,,,,
24.14,,,,,,,,,30.8,,,,,,
22.59,,,,,,,,,55.93,,,,,,
55.58,,,,,,,,,65.63,,,,,,
45.99,,,,,,,,,39.87,,,,,,
25.62,,,,,,,,,32.07,,,,,,
58.6,,,,,,,,,24.63,,,,,,
56.43,,,,,,,,,44.9,,,,,,
46.22,,,,,,,,,20.93,,,,,,
46.73,,,,,,,,,28.08,,,,,,
28.01,,,,,,,,,20.6,,,,,,
54.55,,,,,,,,,39.78,,,,,,
26.46,,,,,,,,,34.96,,,,,,
25.41,,,,,,,,,33.49,,,,,,
27.67,,,,,,,,,19.14,,,,,,
44.92,,,,,,,,,45.54,,,,,,
27.66,,,,,,,,,39.84,,,,,,
54.6,,,,,,,,,0.57,,,,,,
25.69,,,,,,,,,31.77,,,,,,
18.43,,,,,,,,,34.94,,,,,,
25.7,,,,,,,,,39.38,,,,,,
25.92,,,,,,,,,39.43,,,,,,
44.19,,,,,,,,,30.17,,,,,,
39.34,,,,,,,,,39.82,,,,,,
50.34,,,,,,,,,30.14,,,,,,
45.41,,,,,,,,,38.08,,,,,,
59.26,,,,,,,,,38.68,,,,,,
45.11,,,,,,,,,34.13,,,,,,
20.77,,,,,,,,,27.9,,,,,,
23.07,,,,,,,,,31.28,,,,,,
58.4,,,,,,,,,25.98,,,,,,
29.76,,,,,,,,,53.03,,,,,,
43.34,,,,,,,,,24.25,,,,,,
21.44,,,,,,,,,32.49,,,,,,
52.46,,,,,,,,,44.47,,,,,,
46.57,,,,,,,,,43.4,,,,,,
59.4,,,,,,,,,32.59,,,,,,
55.35,,,,,,,,,21.47,,,,,,
41.17,,,,,,,,,24.15,,,,,,
23.69,,,,,,,,,43.81,,,,,,
57.69,,,,,,,,,46.37,,,,,,
0.3,,,,,,,,,28.79,,,,,,
54.08,,,,,,,,,30.0,,,,,,
48.41,,,,,,,,,29.11,,,,,,
25.97,,,,,,,,,34.53,,,,,,
45.74,,,,,,,,,17.78,,,,,,
56.31,,,,,,,,,34.24,,,,,,
49.38,,,,,,,,,37.45,,,,,,
40.41,,,,,,,,,14.83,,,,,,
44.71,,,,,,,,,37.24,,,,,,
40.0,,,,,,,,,21.68,,,,,,
27.47,,,,,,,,,46.92,,,,,,
47.87,,,,,,,,,45.67,,,,,,
41.64,,,,,,,,,23.74,,,,,,
49.9,,,,,,,,,32.38,,,,,,
58.22,,,,,,,,,55.37,,,,,,
26.03,,,,,,,,,36.5,,,,,,
56.82,,,,,,,,,35.46,,,,,,
49.73,,,,,,,,,37.48,,,,,,
27.95,,,,,,,,,39.53,,,,,,
25.54,,,,,,,,,28.26,,,,,,
25.3,,,,,,,,,40.89,,,,,,
54.23,,,,,,,,,52.61,,,,,,
54.18,,,,,,,,,64.6,,,,,,
39.85,,,,,,,,,29.35,,,,,,
26.6,,,,,,,,,35.76,,,,,,
26.01,,,,,,,,,26.87,,,,,,
25.35,,,,,,,,,26.02,,,,,,
49.01,,,,,,,,,35.59,,,,,,
57.13,,,,,,,,,21.2,,,,,,
56.35,,,,,,,,,33.87,,,,,,
55.05,,,,,,,,,35.36,,,,,,
19.39,,,,,,,,,35.32,,,,,,
59.74,,,,,,,,,48.98,,,,,,
56.69,,,,,,,,,42.21,,,,,,
25.33,,,,,,,,,36.82,,,,,,
48.32,,,,,,,,,21.36,,,,,,
43.18,,,,,,,,,37.15,,,,,,
55.02,,,,,,,,,27.84,,,,,,
48.28,,,,,,,,,36.0,,,,,,
52.47,,,,,,,,,38.29,,,,,,
25.14,,,,,,,,,40.94,,,,,,
58.31,,,,,,,,,21.9,,,,,,
42.21,,,,,,,,,34.78,,,,,,
24.43,,,,,,,,,34.19,,,,,,
46.27,,,,,,,,,27.4,,,,,,
45.38,,,,,,,,,32.55,,,,,,
57.82,,,,,,,,,33.83,,,,,,
58.08,,,,,,,,,36.01,,,,,,
28.38,,,,,,,,,19.62,,,,,,
56.21,,,,,,,,,46.29,,,,,,
28.51,,,,,,,,,34.87,,,,,,
30.62,,,,,,,,,40.11,,,,,,
33.4,,,,,,,,,43.95,,,,,,
24.64,,,,,,,,,67.29,,,,,,
53.03,,,,,,,,,44.78,,,,,,
53.71,,,,,,,,,40.93,,,,,,
26.3,,,,,,,,,31.61,,,,,,
23.18,,,,,,,,,48.84,,,,,,
26.55,,,,,,,,,53.37,,,,,,
43.15,,,,,,,,,31.37,,,,,,
45.47,,,,,,,,,28.92,,,,,,
47.75,,,,,,,,,32.8,,,,,,
47.18,,,,,,,,,27.41,,,,,,
42.67,,,,,,,,,35.02,,,,,,
28.25,,,,,,,,,48.93,,,,,,
52.99,,,,,,,,,23.51,,,,,,
57.66,,,,,,,,,45.78,,,,,,
25.95,,,,,,,,,34.62,,,,,,
53.29,,,,,,,,,22.05,,,,,,
45.08,,,,,,,,,28.06,,,,,,
27.53,,,,,,,,,37.52,,,,,,
46.15,,,,,,,,,59.72,,,,,,
25.05,,,,,,,,,35.69,,,,,,
31.98,,,,,,,,,46.97,,,,,,
21.59,,,,,,,,,42.62,,,,,,
53.84,,,,,,,,,37.28,,,,,,
51.35,,,,,,,,,28.19,,,,,,
56.91,,,,,,,,,0.5,,,,,,
49.08,,,,,,,,,44.42,,,,,,
25.36,,,,,,,,,46.94,,,,,,
26.31,,,,,,,,,36.68,,,,,,
40.85,,,,,,,,,78.63,,,,,,
44.14,,,,,,,,,36.44,,,,,,
25.08,,,,,,,,,54.03,,,,,,
26.02,,,,,,,,,35.19,,,,,,
23.92,,,,,,,,,33.27,,,,,,
28.17,,,,,,,,,36.08,,,,,,
43.06,,,,,,,,,32.1,,,,,,
26.48,,,,,,,,,32.39,,,,,,
42.14,,,,,,,,,37.83,,,,,,
58.0,,,,,,,,,49.77,,,,,,
24.08,,,,,,,,,40.75,,,,,,
53.67,,,,,,,,,32.56,,,,,,
42.37,,,,,,,,,39.8,,,,,,
26.51,,,,,,,,,41.06,,,,,,
48.15,,,,,,,,,70.38,,,,,,
59.76,,,,,,,,,48.79,,,,,,
22.86,,,,,,,,,49.78,,,,,,
29.61,,,,,,,,,38.65,,,,,,
43.76,,,,,,,,,26.11,,,,,,
46.19,,,,,,,,,37.6,,,,,,
44.97,,,,,,,,,31.84,,,,,,
45.87,,,,,,,,,33.52,,,,,,
23.84,,,,,,,,,34.41,,,,,,
56.36,,,,,,,,,37.59,,,,,,
55.48,,,,,,,,,36.46,,,,,,
55.77,,,,,,,,,36.38,,,,,,
56.62,,,,,,,,,34.54,,,,,,
26.54,,,,,,,,,37.88,,,,,,
28.3,,,,,,,,,43.11,,,,,,
23.77,,,,,,,,,22.61,,,,,,
30.94,,,,,,,,,47.66,,,,,,
53.51,,,,,,,,,48.5,,,,,,
44.78,,,,,,,,,43.25,,,,,,
50.89,,,,,,,,,35.92,,,,,,
45.36,,,,,,,,,40.08,,,,,,
56.1,,,,,,,,,48.87,,,,,,
58.72,,,,,,,,,39.4,,,,,,
44.07,,,,,,,,,24.41,,,,,,
25.03,,,,,,,,,40.1,,,,,,
39.12,,,,,,,,,31.79,,,,,,
57.73,,,,,,,,,23.15,,,,,,
47.26,,,,,,,,,39.28,,,,,,
27.35,,,,,,,,,44.87,,,,,,
54.32,,,,,,,,,36.48,,,,,,
25.79,,,,,,,,,28.03,,,,,,
45.21,,,,,,,,,37.71,,,,,,
51.96,,,,,,,,,39.25,,,,,,
56.38,,,,,,,,,32.09,,,,,,
54.69,,,,,,,,,44.92,,,,,,
21.1,,,,,,,,,26.05,,,,,,
45.49,,,,,,,,,37.85,,,,,,
46.06,,,,,,,,,48.68,,,,,,
24.86,,,,,,,,,29.73,,,,,,
39.63,,,,,,,,,37.07,,,,,,
27.59,,,,,,,,,23.98,,,,,,
47.06,,,,,,,,,41.34,,,,,,
53.68,,,,,,,,,33.3,,,,,,
54.28,,,,,,,,,36.69,,,,,,
57.25,,,,,,,,,24.23,,,,,,
58.17,,,,,,,,,45.4,,,,,,
51.05,,,,,,,,,35.28,,,,,,
21.71,,,,,,,,,23.23,,,,,,
54.8,,,,,,,,,31.75,,,,,,
0.38,,,,,,,,,43.85,,,,,,
57.62,,,,,,,,,30.3,,,,,,
53.7,,,,,,,,,63.4,,,,,,
56.92,,,,,,,,,36.57,,,,,,
32.33,,,,,,,,,37.26,,,,,,
42.29,,,,,,,,,21.5,,,,,,
49.52,,,,,,,,,24.87,,,,,,
27.58,,,,,,,,,47.83,,,,,,
56.65,,,,,,,,,30.08,,,,,,
47.44,,,,,,,,,41.66,,,,,,
26.82,,,,,,,,,30.42,,,,,,
44.73,,,,,,,,,37.22,,,,,,
43.01,,,,,,,,,44.02,,,,,,
57.6,,,,,,,,,49.96,,,,,,
53.55,,,,,,,,,28.96,,,,,,
17.52,,,,,,,,,46.87,,,,,,
57.14,,,,,,,,,30.87,,,,,,
48.84,,,,,,,,,39.11,,,,,,
42.43,,,,,,,,,36.21,,,,,,
50.95,,,,,,,,,55.33,,,,,,
58.81,,,,,,,,,61.86,,,,,,
40.68,,,,,,,,,41.91,,,,,,
24.8,,,,,,,,,31.18,,,,,,
44.21,,,,,,,,,41.7,,,,,,
33.84,,,,,,,,,40.47,,,,,,
30.5,,,,,,,,,20.56,,,,,,
56.9,,,,,,,,,55.05,,,,,,
28.4,,,,,,,,,46.21,,,,,,
38.9,,,,,,,,,78.33,,,,,,
40.71,,,,,,,,,52.45,,,,,,
54.45,,,,,,,,,48.57,,,,,,
46.34,,,,,,,,,57.24,,,,,,
29.86,,,,,,,,,44.08,,,,,,
24.07,,,,,,,,,42.42,,,,,,
44.59,,,,,,,,,33.67,,,,,,
43.21,,,,,,,,,36.3,,,,,,
50.47,,,,,,,,,41.67,,,,,,
48.74,,,,,,,,,28.6,,,,,,
51.79,,,,,,,,,81.0,,,,,,
48.49,,,,,,,,,29.3,,,,,,
59.46,,,,,,,,,35.58,,,,,,
57.81,,,,,,,,,32.84,,,,,,
44.77,,,,,,,,,34.66,,,,,,
53.0,,,,,,,,,18.72,,,,,,
25.99,,,,,,,,,29.2,,,,,,
30.53,,,,,,,,,32.08,,,,,,
32.97,,,,,,,,,37.41,,,,,,
51.47,,,,,,,,,41.92,,,,,,
59.13,,,,,,,,,55.19,,,,,,
50.65,,,,,,,,,36.62,,,,,,
52.5,,,,,,,,,52.35,,,,,,
47.38,,,,,,,,,21.11,,,,,,
51.0,,,,,,,,,46.23,,,,,,
55.69,,,,,,,,,30.59,,,,,,
43.35,,,,,,,,,27.96,,,,,,
27.85,,,,,,,,,64.06,,,,,,
38.29,,,,,,,,,39.09,,,,,,
32.5,,,,,,,,,37.5,,,,,,
25.74,,,,,,,,,0.58,,,,,,
55.78,,,,,,,,,42.22,,,,,,
47.96,,,,,,,,,38.07,,,,,,
44.48,,,,,,,,,19.07,,,,,,
45.15,,,,,,,,,46.64,,,,,,
30.81,,,,,,,,,29.38,,,,,,
20.09,,,,,,,,,60.3,,,,,,
26.98,,,,,,,,,45.8,,,,,,
30.96,,,,,,,,,36.91,,,,,,
27.98,,,,,,,,,43.99,,,,,,
29.72,,,,,,,,,22.18,,,,,,
58.75,,,,,,,,,49.51,,,,,,
58.78,,,,,,,,,42.29,,,,,,
57.15,,,,,,,,,41.49,,,,,,
24.71,,,,,,,,,36.47,,,,,,
24.99,,,,,,,,,38.42,,,,,,
28.71,,,,,,,,,49.81,,,,,,
27.46,,,,,,,,,31.92,,,,,,
36.12,,,,,,,,,36.8,,,,,,
40.33,,,,,,,,,44.81,,,,,,
40.76,,,,,,,,,32.72,,,,,,
43.46,,,,,,,,,25.15,,,,,,
42.7,,,,,,,,,47.92,,,,,,
64.46,,,,,,,,,47.8,,,,,,
23.24,,,,,,,,,37.23,,,,,,
57.33,,,,,,,,,43.74,,,,,,
56.09,,,,,,,,,36.23,,,,,,
29.68,,,,,,,,,39.49,,,,,,
27.79,,,,,,,,,31.2,,,,,,
42.18,,,,,,,,,30.99,,,,,,
25.73,,,,,,,,,32.25,,,,,,
43.61,,,,,,,,,21.7,,,,,,
44.42,,,,,,,,,31.87,,,,,,
21.9,,,,,,,,,40.51,,,,,,
27.72,,,,,,,,,49.91,,,,,,
28.97,,,,,,,,,41.43,,,,,,
26.63,,,,,,,,,36.22,,,,,,
25.2,,,,,,,,,26.5,,,,,,
55.12,,,,,,,,,48.83,,,,,,
40.64,,,,,,,,,29.32,,,,,,
44.53,,,,,,,,,40.84,,,,,,
26.94,,,,,,,,,45.59,,,,,,
50.4,,,,,,,,,30.83,,,,,,
50.35,,,,,,,,,48.41,,,,,,
37.03,,,,,,,,,41.84,,,,,,
42.22,,,,,,,,,49.57,,,,,,
27.61,,,,,,,,,45.06,,,,,,
62.06,,,,,,,,,44.19,,,,,,
38.76,,,,,,,,,39.83,,,,,,
0.1,,,,,,,,,28.61,,,,,,
26.88,,,,,,,,,41.83,,,,,,
59.66,,,,,,,,,31.59,,,,,,
44.72,,,,,,,,,45.02,,,,,,
47.59,,,,,,,,,44.09,,,,,,
43.07,,,,,,,,,24.84,,,,,,
43.19,,,,,,,,,27.11,,,,,,
57.72,,,,,,,,,35.65,,,,,,
56.98,,,,,,,,,58.51,,,,,,
56.01,,,,,,,,,30.77,,,,,,
28.65,,,,,,,,,38.03,,,,,,
41.65,,,,,,,,,86.14,,,,,,
27.86,,,,,,,,,30.07,,,,,,
42.12,,,,,,,,,62.1,,,,,,
38.45,,,,,,,,,44.38,,,,,,
31.68,,,,,,,,,45.91,,,,,,
46.38,,,,,,,,,30.79,,,,,,
30.25,,,,,,,,,50.68,,,,,,
43.22,,,,,,,,,49.9,,,,,,
27.03,,,,,,,,,43.84,,,,,,
48.17,,,,,,,,,57.13,,,,,,
29.89,,,,,,,,,40.14,,,,,,
56.05,,,,,,,,,35.9,,,,,,
25.8,,,,,,,,,66.66,,,,,,
26.5,,,,,,,,,37.93,,,,,,
50.43,,,,,,,,,51.25,,,,,,
39.64,,,,,,,,,40.33,,,,,,
23.29,,,,,,,,,35.2,,,,,,
43.02,,,,,,,,,45.12,,,,,,
57.32,,,,,,,,,32.74,,,,,,
26.0,,,,,,,,,27.76,,,,,,
55.61,,,,,,,,,42.13,,,,,,
56.75,,,,,,,,,62.4,,,,,,
24.59,,,,,,,,,48.66,,,,,,
39.36,,,,,,,,,61.75,,,,,,
41.12,,,,,,,,,43.22,,,,,,
47.79,,,,,,,,,40.38,,,,,,
48.94,,,,,,,,,36.79,,,,,,
25.19,,,,,,,,,33.73,,,,,,
57.21,,,,,,,,,20.12,,,,,,
42.15,,,,,,,,,36.71,,,,,,
58.86,,,,,,,,,28.74,,,,,,
44.81,,,,,,,,,70.22,,,,,,
40.08,,,,,,,,,51.69,,,,,,
42.81,,,,,,,,,49.17,,,,,,
55.99,,,,,,,,,37.92,,,,,,
62.01,,,,,,,,,36.86,,,,,,
49.19,,,,,,,,,28.11,,,,,,
45.28,,,,,,,,,46.3,,,,,,
56.39,,,,,,,,,32.93,,,,,,
55.56,,,,,,,,,41.89,,,,,,
24.84,,,,,,,,,48.49,,,,,,
43.52,,,,,,,,,49.3,,,,,,
57.19,,,,,,,,,38.83,,,,,,
55.32,,,,,,,,,22.56,,,,,,
26.86,,,,,,,,,21.71,,,,,,
50.86,,,,,,,,,46.78,,,,,,
26.47,,,,,,,,,50.59,,,,,,
36.36,,,,,,,,,42.72,,,,,,
23.75,,,,,,,,,72.57,,,,,,
47.19,,,,,,,,,43.98,,,,,,
42.16,,,,,,,,,41.54,,,,,,
25.67,,,,,,,,,45.68,,,,,,
51.04,,,,,,,,,33.72,,,,,,
58.61,,,,,,,,,33.16,,,,,,
24.35,,,,,,,,,31.62,,,,,,
55.28,,,,,,,,,0.59,,,,,,
27.64,,,,,,,,,31.38,,,,,,
45.52,,,,,,,,,39.48,,,,,,
56.42,,,,,,,,,44.37,,,,,,
48.13,,,,,,,,,38.06,,,,,,
58.49,,,,,,,,,31.99,,,,,,
58.16,,,,,,,,,33.71,,,,,,
62.3,,,,,,,,,26.53,,,,,,
21.47,,,,,,,,,34.81,,,,,,
46.52,,,,,,,,,37.99,,,,,,
44.36,,,,,,,,,39.91,,,,,,
58.82,,,,,,,,,32.43,,,,,,
43.36,,,,,,,,,22.68,,,,,,
41.81,,,,,,,,,34.18,,,,,,
39.46,,,,,,,,,43.23,,,,,,
29.96,,,,,,,,,35.1,,,,,,
43.62,,,,,,,,,42.67,,,,,,
57.63,,,,,,,,,32.14,,,,,,
24.21,,,,,,,,,36.58,,,,,,
48.42,,,,,,,,,42.73,,,,,,
47.47,,,,,,,,,51.23,,,,,,
50.24,,,,,,,,,23.02,,,,,,
57.86,,,,,,,,,65.76,,,,,,
29.94,,,,,,,,,40.0,,,,,,
25.94,,,,,,,,,46.12,,,,,,
44.38,,,,,,,,,45.62,,,,,,
58.44,,,,,,,,,37.36,,,,,,
40.62,,,,,,,,,40.9,,,,,,
27.01,,,,,,,,,51.01,,,,,,
28.15,,,,,,,,,24.18,,,,,,
42.85,,,,,,,,,40.35,,,,,,
0.03,,,,,,,,,36.63,,,,,,
43.95,,,,,,,,,37.11,,,,,,
27.8,,,,,,,,,54.91,,,,,,
31.96,,,,,,,,,25.05,,,,,,
43.48,,,,,,,,,45.08,,,,,,
59.41,,,,,,,,,41.78,,,,,,
55.55,,,,,,,,,46.17,,,,,,
31.6,,,,,,,,,38.82,,,,,,
57.02,,,,,,,,,31.74,,,,,,
46.39,,,,,,,,,40.8,,,,,,
53.54,,,,,,,,,52.65,,,,,,
57.42,,,,,,,,,53.48,,,,,,
47.57,,,,,,,,,42.89,,,,,,
55.71,,,,,,,,,39.74,,,,,,
29.85,,,,,,,,,27.58,,,,,,
22.45,,,,,,,,,28.84,,,,,,
18.33,,,,,,,,,46.43,,,,,,
47.73,,,,,,,,,29.99,,,,,,
25.77,,,,,,,,,31.7,,,,,,
47.24,,,,,,,,,34.58,,,,,,
42.98,,,,,,,,,28.49,,,,,,
29.79,,,,,,,,,43.51,,,,,,
51.73,,,,,,,,,39.58,,,,,,
57.17,,,,,,,,,29.23,,,,,,
47.64,,,,,,,,,43.91,,,,,,
32.21,,,,,,,,,41.53,,,,,,
50.07,,,,,,,,,49.82,,,,,,
56.32,,,,,,,,,44.13,,,,,,
45.75,,,,,,,,,44.72,,,,,,
38.11,,,,,,,,,27.0,,,,,,
55.63,,,,,,,,,60.73,,,,,,
54.07,,,,,,,,,40.28,,,,,,
,,,,,,,,,30.58,,,,,,
,,,,,,,,,43.01,,,,,,
,,,,,,,,,32.35,,,,,,
,,,,,,,,,19.72,,,,,,
,,,,,,,,,31.23,,,,,,
,,,,,,,,,34.15,,,,,,
,,,,,,,,,43.26,,,,,,
,,,,,,,,,53.43,,,,,,
,,,,,,,,,46.13,,,,,,
,,,,,,,,,68.22,,,,,,
,,,,,,,,,34.86,,,,,,
,,,,,,,,,47.84,,,,,,
,,,,,,,,,38.32,,,,,,
,,,,,,,,,27.32,,,,,,
,,,,,,,,,27.05,,,,,,
,,,,,,,,,37.9,,,,,,
,,,,,,,,,31.67,,,,,,
,,,,,,,,,49.37,,,,,,
,,,,,,,,,35.06,,,,,,
,,,,,,,,,40.88,,,,,,
,,,,,,,,,74.6,,,,,,
,,,,,,,,,23.83,,,,,,
,,,,,,,,,38.05,,,,,,
,,,,,,,,,32.89,,,,,,
,,,,,,,,,43.16,,,,,,
,,,,,,,,,0.56,,,,,,
,,,,,,,,,57.51,,,,,,
,,,,,,,,,40.76,,,,,,
,,,,,,,,,37.72,,,,,,
,,,,,,,,,54.37,,,,,,
,,,,,,,,,47.03,,,,,,
,,,,,,,,,41.97,,,,,,
,,,,,,,,,49.13,,,,,,
,,,,,,,,,45.66,,,,,,
,,,,,,,,,40.82,,,,,,
,,,,,,,,,0.52,,,,,,
,,,,,,,,,52.77,,,,,,
,,,,,,,,,44.14,,,,,,
,,,,,,,,,28.04,,,,,,
,,,,,,,,,57.5,,,,,,
,,,,,,,,,30.53,,,,,,
,,,,,,,,,56.74,,,,,,
,,,,,,,,,36.49,,,,,,
,,,,,,,,,37.42,,,,,,
,,,,,,,,,28.8,,,,,,
,,,,,,,,,31.83,,,,,,
,,,,,,,,,46.47,,,,,,
,,,,,,,,,78.81,,,,,,
,,,,,,,,,48.7,,,,,,
,,,,,,,,,31.26,,,,,,
,,,,,,,,,26.35,,,,,,
,,,,,,,,,39.33,,,,,,
,,,,,,,,,39.07,,,,,,
,,,,,,,,,27.45,,,,,,
,,,,,,,,,28.76,,,,,,
,,,,,,,,,42.87,,,,,,
,,,,,,,,,42.39,,,,,,
,,,,,,,,,39.46,,,,,,
,,,,,,,,,44.49,,,,,,
,,,,,,,,,35.82,,,,,,
,,,,,,,,,44.82,,,,,,
,,,,,,,,,34.33,,,,,,
,,,,,,,,,34.05,,,,,,
,,,,,,,,,0.55,,,,,,
,,,,,,,,,45.16,,,,,,
,,,,,,,,,45.72,,,,,,
,,,,,,,,,40.77,,,,,,
,,,,,,,,,62.3,,,,,,
,,,,,,,,,50.78,,,,,,
,,,,,,,,,36.41,,,,,,
